driverId,week,hours-logged,miles-logged
20,24,52,4000
50,9,59,1700
71,50,76,2100
67,4,59,2800
87,11,78,2000
49,27,61,3900
103,38,77,800
100,4,80,2500
24,47,65,3400
80,37,60,1900
48,49,57,2200
31,30,69,3500
28,44,67,1200
76,34,68,2300
60,24,80,0
31,31,56,1700
104,33,51,2000
72,3,80,3100
83,27,50,2600
80,17,70,1000
109,7,71,600
68,13,63,3200
18,20,65,1500
11,1,65,2500
35,52,55,3600
38,40,67,1200
105,4,57,3900
22,9,75,3300
72,20,73,400
36,31,58,1500
51,29,73,1700
18,26,72,2900
69,30,73,2200
74,22,75,3300
83,49,69,2500
16,44,52,3500
90,3,78,2500
108,12,64,2600
17,28,50,2000
14,13,61,3700
45,18,67,2500
51,48,50,2400
34,31,74,3600
43,44,80,3900
49,27,77,1500
86,5,52,200
27,4,50,2100
48,46,66,2400
56,2,55,800
41,16,63,0
45,5,74,400
109,48,53,1100
64,18,62,2000
89,37,53,3300
70,11,59,1800
106,30,74,900
31,17,77,3800
68,28,68,1800
51,34,62,1600
46,47,68,300
68,11,55,3000
96,37,76,1800
85,24,63,2600
82,52,62,1300
22,42,59,3300
20,7,77,300
98,9,70,2700
27,31,55,2100
97,43,69,1700
79,23,78,500
46,27,77,0
75,20,54,1200
40,28,72,700
21,27,60,1100
54,38,74,700
103,9,74,1200
52,45,51,3100
95,1,62,2200
74,50,62,2000
27,50,79,2000
92,21,78,600
74,51,69,1600
21,49,76,1000
29,42,59,2000
99,29,77,1700
97,45,58,0
71,36,65,3700
24,10,74,1900
98,30,68,2400
78,39,58,3500
13,13,57,100
46,33,75,2900
27,31,57,900
65,15,56,2600
99,18,67,1300
107,3,73,2100
13,11,80,4000
68,4,54,200
45,19,51,3900
69,9,69,700
13,1,58,2900
33,28,62,2900
59,37,51,1100
23,36,78,900
32,16,53,3000
91,34,61,1700
43,24,64,2500
70,35,70,200
85,26,66,3500
39,41,54,100
100,29,57,200
75,8,65,4000
41,46,76,300
29,5,75,3500
82,36,58,1900
103,1,60,2300
62,4,73,3600
22,15,63,3700
48,27,54,2300
57,38,74,500
76,21,60,1400
58,23,62,600
70,2,52,3900
36,39,61,900
40,26,50,2000
57,30,74,1000
45,20,56,400
82,39,51,3600
94,25,64,1300
23,30,68,0
68,15,76,3800
57,38,51,2500
22,36,58,1800
99,20,61,3300
11,27,54,3000
105,4,67,2400
51,46,59,2800
31,48,73,3800
65,17,80,1600
53,33,64,3900
10,48,59,1600
83,19,65,3700
101,52,80,3200
44,47,68,3800
13,46,75,3300
28,20,62,400
59,18,60,2200
68,38,73,500
67,18,79,500
72,3,52,3800
93,18,71,1800
35,27,61,2100
90,31,68,2300
97,8,66,3800
83,34,56,2700
62,38,54,3500
21,35,66,1900
27,10,72,1900
17,50,70,400
89,48,67,3800
73,32,70,3200
43,24,72,3500
41,43,72,2200
44,21,67,3200
55,51,60,2900
69,36,51,3200
79,32,57,1900
75,1,51,3900
24,48,66,2500
19,30,50,3400
47,36,53,2900
65,4,63,700
99,8,63,3800
105,33,73,3200
65,2,58,2600
29,12,79,400
34,48,68,2600
28,35,51,2900
17,7,74,900
44,38,61,1100
56,37,62,3600
40,28,76,3200
100,19,74,800
82,13,54,3000
63,28,62,1800
30,11,52,3500
16,27,61,4000
98,28,68,3800
45,12,65,2000
55,44,56,2100
99,30,50,3100
100,34,69,3800
97,7,60,3000
22,7,57,100
46,10,52,2500
92,2,57,2400
50,37,76,3600
97,3,76,200
74,12,80,3700
85,51,74,1600
58,28,79,3600
108,23,54,2900
101,37,59,2500
73,41,80,100
14,14,78,2200
19,42,55,1300
42,11,57,3000
82,24,60,1000
49,7,54,3800
75,17,76,800
83,33,70,2500
104,13,62,2700
93,49,65,4000
57,23,52,2700
55,26,50,600
43,38,75,1400
92,44,54,2600
103,48,70,2000
44,15,70,400
26,19,62,1200
62,17,80,600
45,52,68,200
41,49,71,3800
29,31,69,600
63,19,64,3100
51,4,52,1400
32,49,70,3900
12,44,64,3500
72,48,68,2700
98,50,64,3500
49,35,71,1700
80,36,76,0
39,23,57,100
60,24,54,3300
101,14,80,2400
87,8,79,1000
24,4,67,1500
15,1,61,3700
20,28,55,4000
101,40,69,3500
83,32,70,100
38,18,59,1900
45,5,77,2300
60,7,59,2400
19,12,75,2800
60,33,57,1100
98,12,71,1600
56,23,60,2800
28,45,72,3500
31,22,74,700
10,24,79,3500
98,11,68,4000
91,50,78,1900
88,27,54,1200
31,36,57,3000
11,44,76,300
13,22,64,2200
45,3,77,1900
58,37,53,1900
64,31,59,300
41,47,51,0
57,21,75,2200
44,48,73,1400
69,34,57,1500
93,38,70,200
15,23,73,4000
81,34,50,2900
49,51,59,4000
62,2,78,1500
38,46,56,800
101,27,61,1100
108,35,73,400
39,43,65,600
67,30,73,4000
86,5,68,100
86,17,78,3900
16,5,68,3000
60,22,64,3700
47,11,50,3100
34,44,59,900
88,12,65,3100
105,41,71,100
88,38,67,500
105,31,57,600
85,8,57,3100
19,23,52,700
29,27,61,3600
98,29,73,400
68,14,70,2100
46,39,79,3700
101,9,67,2300
78,26,76,1400
61,39,78,3600
23,12,66,0
49,49,62,3000
52,13,74,1000
55,24,72,3100
39,2,65,3900
60,36,79,2000
68,3,63,1400
58,48,77,3000
34,8,66,4000
78,9,53,3300
99,43,53,1900
38,6,67,900
42,40,58,900
23,20,69,4000
61,43,52,1400
48,34,64,3200
93,1,76,1000
88,22,75,1500
37,33,76,100
105,7,76,2500
15,40,60,2800
46,35,65,1000
109,16,53,600
76,35,72,200
80,49,51,3700
69,20,78,2500
41,51,65,1600
106,1,63,2500
76,11,69,900
100,35,65,3300
22,12,65,3400
54,16,51,3300
29,28,60,900
65,5,62,3700
48,38,52,200
18,30,65,3600
12,38,75,4000
79,44,54,3300
78,50,66,3500
48,34,61,3000
57,36,55,2300
14,27,59,1100
103,48,77,1600
33,4,53,200
79,11,66,1100
93,4,79,300
43,36,50,3500
24,40,52,3600
11,17,78,2700
20,13,62,3500
79,46,53,400
43,45,68,0
24,3,72,2500
42,24,80,2100
52,12,73,2600
40,44,55,3800
36,17,77,1000
27,14,66,1400
39,28,72,700
40,45,75,3500
66,18,54,3200
81,4,72,2300
23,32,68,1000
39,8,76,1100
74,35,50,2600
56,37,72,3100
32,50,64,3400
87,14,75,1400
37,3,52,200
99,39,66,4000
53,20,66,1100
85,20,60,2600
71,8,75,3300
97,23,55,400
62,43,63,3900
37,24,68,700
30,29,69,200
64,37,78,3600
92,9,71,2500
93,21,51,2500
19,24,76,3800
52,24,75,200
37,18,79,2300
10,50,74,3600
19,38,53,1300
89,40,66,4000
103,42,78,900
26,19,70,2200
34,10,79,3900
53,30,66,1200
33,19,79,3700
99,51,66,600
96,48,52,3800
88,34,52,2800
18,40,73,3600
31,14,71,3300
76,2,50,1000
104,4,60,3800
36,45,51,4000
24,11,64,3000
36,22,50,1600
19,34,55,2900
37,51,74,4000
82,43,67,100
82,35,61,1100
98,46,75,500
98,29,75,800
25,42,77,1500
103,11,69,3700
96,29,69,500
84,40,54,3900
17,48,80,3300
71,32,74,2400
13,3,65,900
47,1,58,3000
32,29,70,2600
51,5,53,2300
83,6,68,0
23,10,51,3300
33,2,69,3300
64,5,50,2800
41,51,50,1800
79,20,54,1800
27,15,59,3900
29,30,63,1800
59,49,51,3500
39,14,59,200
25,6,61,1200
74,9,75,1800
21,30,79,3500
85,36,73,3300
94,46,64,3800
24,16,60,2500
56,4,79,1500
90,32,52,1200
31,40,75,400
11,10,80,1900
90,43,50,600
33,11,69,3700
26,51,58,3200
81,35,55,900
85,30,72,1800
31,6,54,700
20,26,72,3400
61,40,73,100
29,9,71,500
50,3,68,3200
95,35,55,1100
58,41,74,1200
57,5,68,1100
23,47,56,0
16,18,53,1400
55,49,69,1800
33,3,60,1900
38,48,50,600
71,37,69,2400
31,18,74,3700
79,28,61,1700
31,41,72,3100
87,43,54,3700
53,17,55,3600
25,43,56,2400
106,14,53,2000
30,42,75,2800
69,48,80,3600
16,36,56,3000
10,13,53,400
88,33,80,2400
36,51,59,3300
93,15,50,3900
32,50,52,3000
70,15,73,1700
27,39,78,3000
70,10,58,3200
96,30,54,3900
59,2,60,3700
40,26,56,2100
92,19,60,400
17,30,59,3500
35,23,72,400
78,42,52,1300
81,37,74,2900
20,35,71,2400
28,40,59,100
100,39,59,3000
11,27,68,2400
107,51,68,200
55,11,58,2100
26,52,70,300
35,30,79,300
83,11,52,500
62,3,65,1900
58,47,76,600
60,18,51,1900
107,34,79,2400
109,40,56,3000
46,35,55,2800
52,35,55,1800
101,6,52,200
28,48,58,2600
62,6,76,3700
57,10,68,1200
50,39,56,1200
92,39,54,3200
93,45,68,400
33,47,76,1500
47,22,65,2300
101,35,55,1400
93,25,70,1700
106,10,62,2300
90,34,61,1200
21,2,76,3700
87,19,60,4000
61,46,56,1300
71,49,72,3400
64,31,73,2700
84,22,58,1100
83,39,70,1800
69,41,79,2800
92,46,58,3500
79,42,63,3300
48,50,76,900
30,2,66,3300
93,13,73,400
95,44,63,3400
98,28,65,4000
26,44,55,3600
22,17,55,2400
99,11,62,1500
31,33,52,2800
11,45,65,1500
44,31,74,2000
39,7,68,1200
98,5,59,3400
61,21,62,1400
100,1,64,3200
13,5,64,3400
29,40,73,1300
86,47,54,1800
86,45,77,3400
55,46,70,2200
75,38,64,3100
61,25,57,200
58,43,73,2700
46,10,79,2000
67,43,65,4000
78,31,71,3100
64,40,70,1000
15,44,53,3300
83,33,76,1800
58,3,67,3200
14,51,72,300
18,49,77,1300
24,16,78,400
42,5,60,3500
52,10,50,2100
96,18,68,3700
36,26,62,2700
20,37,58,1500
99,45,66,3600
52,41,63,600
10,35,55,3500
68,7,78,4000
66,31,78,3800
85,14,66,3500
31,51,70,100
26,50,58,3700
47,50,71,3100
55,14,55,600
100,8,66,2800
21,46,58,800
86,33,76,3100
92,22,63,2500
66,21,60,3500
12,51,72,3600
36,33,73,1800
20,25,76,100
46,16,67,3600
54,21,56,500
19,27,64,1300
60,18,56,3000
54,42,68,1400
71,43,80,2500
34,43,53,300
32,20,55,500
81,45,79,3700
74,46,62,700
107,36,74,2200
50,46,52,3100
29,3,64,400
28,18,76,0
67,47,62,3500
87,26,50,3200
100,48,64,1900
64,52,62,2800
98,20,80,1800
108,31,68,300
91,45,51,1700
35,43,54,800
36,44,51,3500
19,27,54,3400
68,29,72,200
68,7,52,2600
105,18,52,2500
97,36,61,3900
74,12,59,100
13,35,73,3700
68,45,72,1700
18,40,76,3000
106,18,68,500
108,48,71,1000
60,41,61,1300
21,48,66,2300
83,4,71,1400
61,51,58,1600
95,46,67,3400
73,48,77,1200
38,44,54,3600
50,14,57,3400
76,50,51,3900
12,36,70,2900
101,26,72,600
57,8,62,3100
94,50,61,2100
108,19,58,1000
96,10,73,0
14,41,51,1200
45,12,77,2900
50,32,50,1000
72,11,52,3100
50,8,71,2000
59,18,75,0
15,5,62,1300
104,45,68,1900
12,40,54,3800
21,1,56,1700
48,13,56,2300
105,18,66,200
33,31,75,3700
84,33,70,0
52,43,63,300
105,52,51,3200
104,9,54,1600
43,24,71,2800
30,5,61,1600
18,7,61,3000
29,38,74,3700
86,48,76,300
79,22,59,3500
10,11,60,3800
108,50,77,400
47,32,63,1100
104,37,73,1900
56,48,76,1200
22,50,73,800
71,24,77,2400
103,38,52,1600
35,23,54,1800
56,29,77,3900
51,5,64,500
51,5,59,800
102,46,70,1700
33,25,61,400
72,49,67,3800
26,42,79,2000
103,14,60,3200
81,20,66,2400
31,30,55,0
65,36,51,2800
64,38,76,3300
72,47,52,300
27,24,79,1500
96,27,57,2700
15,20,55,600
21,22,78,700
65,49,64,3500
97,30,54,0
29,51,69,1000
67,30,62,100
64,26,59,1300
101,26,70,200
90,48,51,0
22,20,72,1200
104,30,69,3100
30,18,67,100
104,5,80,700
99,33,74,1100
104,21,63,3800
80,44,80,1900
32,7,78,1300
12,30,55,200
104,22,51,1200
99,23,69,0
21,15,67,2900
87,28,71,2400
20,46,78,1900
61,21,62,2100
67,36,74,3700
28,44,75,2900
22,24,80,2300
71,4,56,3100
24,14,52,3400
65,25,56,200
93,46,66,1200
41,12,64,300
16,52,50,1200
16,8,62,3800
104,6,75,3400
55,17,75,1000
95,30,80,1600
39,10,64,3800
82,40,73,3400
48,6,64,1400
97,47,50,200
15,20,58,2200
89,43,70,800
34,1,62,1500
87,32,65,3000
60,13,63,1800
97,23,63,2900
96,10,80,1400
36,38,68,3700
104,21,52,1900
60,23,69,1500
68,10,60,900
83,7,78,1600
47,34,78,1800
86,1,78,900
54,31,60,2400
105,22,76,2700
107,51,76,2900
107,29,76,4000
102,24,50,3400
54,7,65,100
54,19,54,1400
16,17,58,900
79,9,53,3900
66,41,56,3700
33,34,53,3300
109,5,76,600
18,16,79,100
80,17,77,2900
104,34,63,2600
20,22,79,3200
64,23,54,2600
104,41,72,3700
57,11,71,3200
37,38,65,500
67,16,65,1700
47,46,80,0
28,40,67,200
107,17,64,1500
56,41,66,2100
71,24,54,2100
61,10,52,3200
26,28,55,2300
21,15,58,2500
34,48,73,2100
17,7,63,1300
44,4,62,2800
55,12,70,2100
44,36,76,2700
33,27,51,2600
68,19,54,2500
68,19,76,2100
12,35,59,2400
81,3,67,100
14,39,61,3900
12,44,68,800
53,16,73,2700
22,51,59,2500
56,50,65,100
17,21,50,3000
93,6,53,3600
22,46,53,700
106,41,78,600
94,2,52,3900
29,26,67,600
106,23,80,2500
75,42,76,1300
55,25,67,2200
84,13,61,800
50,26,61,2800
62,22,61,900
105,41,65,3300
46,9,77,1000
21,49,67,3100
77,5,77,100
50,29,50,3700
67,28,52,0
24,18,55,400
91,9,65,3800
46,25,55,1100
93,5,79,2900
53,13,77,2900
13,27,56,3600
41,49,56,1600
65,4,73,1900
15,29,52,3400
31,32,56,300
51,30,77,100
70,21,69,400
50,35,77,1500
102,51,71,3100
92,4,61,500
86,6,63,2800
85,16,59,2500
49,4,54,2500
64,50,54,2000
63,32,66,3000
40,3,66,3700
22,25,70,400
109,37,65,1100
69,30,78,1200
93,39,71,2500
34,48,78,3400
87,9,80,3900
71,39,72,2900
20,32,57,2900
51,29,79,1700
73,34,79,1600
27,2,66,900
50,11,64,800
52,38,54,600
75,36,76,1600
52,50,54,500
26,13,56,0
91,44,61,2200
18,51,64,100
68,47,55,1900
16,29,78,1600
34,22,80,2200
14,46,64,600
85,40,73,300
84,31,79,1600
24,43,80,3500
17,9,56,600
25,22,51,1100
53,40,60,1000
83,12,58,2200
77,34,74,2700
104,28,70,0
23,5,61,1900
23,52,60,700
59,35,71,500
84,18,61,2500
98,41,68,200
64,50,59,1800
87,32,60,100
76,18,52,3900
101,12,66,3800
75,29,80,400
98,48,61,2600
